ajar putus pak artidjo dengar chris cornell sangkut lembaga yudikatif biasa teman diskusi cuma satu sayang orang pergi	sadness
bisa cium bau tanah kering habis siram air ujan adalah definisi bahagia sendiri alhamdulillah hujan meski cuma sebentar hari	joy
dong tingkat layan garagara kurir enggak masuk paket jadi telat antar masalah jnt cabang paskal bandung sih garagara olshopnya cuma jnt kalo kirim ogah pakai jnt layan selal	anger
cinta adalah harga jalan sama meski jalur tidak selalu lu- mulus rel kereta hati merah	love
saraf otak mutanjir kena mah enggak tolong tolol nya	anger
respon positif persib seperti harap tim kelas persib moga tetap konsisten	joy
film bikin tante-tante mbakmbak macam gua begini blushing bioskop iqbaal jadi dil tepat banget sih walopun milea-nya b saja	joy
laku buat seller sih kalo take at least ngabarin calon buyernya biar sama-sama enak kalo sama-sama ghosting bagaimana wkwk ngeri	fear
sedih budush bila adek orang ingat mu mende hok lepas sakit sia	sadness
punya impi tulis saja pandang doa segera wujud masuk mimpi segera baitullah yakin diri bahwa suatu akan tanah suci	love
suka banget banget sama	love
satu buruk hidup adalah ketika aku tak langsung kerja masalah ha- aku kerja sering aku laku padahal jam dinding te- pindah tunda tunda tunda tunda kau tua tunda lapor	sadness
apa sedang jadi sulit apa kak arra hadap ha- tetap kuat semangat yya pacar renjun ha- selalu kuat dong sok be strong and fighting pacar injun	joy
turut duka atas saudara kena gempa lombok moga lekas baik meski trauma endap tak mudah hilang diri amin	sadness
kamu raih hasil kecil sehari-hari ingat raya sukacita party popper bintang bersinar	joy
enggak usah mewek biasa gue lihat kpop keluar masukgk usah lebay enggak jadi lockey lagikarna bias lu outdalam dunia kpop keluar masuk biasakalau agens denise tidak jalan beda mau mau apa lumau maksa denise staymau maksa vine cegah denise tetap stay enggak bisa bikin jengkeeeelll	anger
jadi certnya kemarin pas ibdah saksi sih ibu kali selingkuh sama suami sih ibu tetap sabar awlnya pkir bodo amat dislngkuhin kali tetap diam	sadness
otak kaum lo tolol pakai sumber nasional drun	anger
jangan pernah benci sama orang bisa saja jodoh kamu	fear
tolol enggak akan gue ulang	anger
kamu kesan kayak enggak butuh aku dude istg its not bcs i dont need you orang smth gue cuma enggak mau katai matre mending asih bapak ibu mu lebih pantas dapat kalo mau belikan aku boleh jangan sering sering takut beban	fear
harap demam biasa takut copid	fear
mantap ah sedih kucing mati aku kerja hamba sistem nampaknya	sadness
ngeri ni	fear
suka cara aan tulis masalah sosial buku tema cinta luas dalam	love
collab kali selalu bikin kagum ambil sampah laut direcycle benarbenar satu langkah kecil namun besar selamat hidup laut recucle terap pakai atau sepatu	joy
sedih enggak sihha- dengar kayak nya kalo dengar bikin ovtsedih lain	sadness
enggak biasa bgt weekend padahal suami bangun pagi jogging tawar aku mau makan apa langsung dibeliin lanjut sarap bareng kesambet apa	fear
rasa hampa hilang buat rasa seperti aku tak milik harap	sadness
poin no solusi kontrol your kntl pak enak saja kasih buat umur hidup minta cicip poin no geli baca ujung pikir perkelamninan ye buaya	anger
national monument monas hanya bejarak sekian ratus meter lihat hari kantor sentuh dinding pagar belum pernah	sadness
ajuin saja takut coba ragu mundur aja	anger
aku tunggu comeback kalian aku tunggu ot mungkin entah kapan insya allah stay sama kalian	love
rasa hilang begitu besar aku rasa seperti aku tak bisa napas	sadness
pengin banget belikan layout kapel buat pcr virtual masalah dua suka layout mati lampu	fear
biasa marketing ngejar cust gue balik lhooo gue kejar cust muluusampe kadangkadang cari cara bagaimana cara nolak	sadness
aku rasa seperti dunia hancur rasa sedih rayap hati	sadness
baru saja mau senang saja hambat apa mungkin hidup gaboleh bahagia	joy
orang masalah masalah nya beda beda asal mampu atas masalah sendiri masalah aku hadap sulit atas sendiri bingung resah	fear
renang jam - jam seru banget sepi cuaca dukung mendung pulang kaget hidung sama pipi merah kena sunburn sad banget	sadness
bulan puasa jepang ku minta masak buka makan indonesia hasil imam pakistan beberapa jamaah minta tambah sahurrrr	joy
alhamdulillah i sama happy for you nder semangat te-	joy
akhir baru rasai saat banyak orang sedang jalan instagram story sini gue hanya diam renung semester pendek saja wkwk	sadness
sedih banget	sadness
selamat subuh jiwa sedang rasa teduh keluar suatu titik jika ketik kau ada titik kau rasa aku hati	love
gue waktu buka kulkas nah gua lihat oren gua kira jeruk eh nyata tomat anjir rasa mending kalo gue demen sayur lah makan tomat digadoin habis gue lepeh	sadness
kapan coba gua bisa kayak teman gua berani dekat cowok suka duluan pengin banget dekat sama c-h jadi teman dekat saja deh	love
done all wish me luck aku suka banget foto hj pakai topeng begini kayak pangeran begitu	joy
sedih mulu	sadness
duka tak mampu kata sedih ku sakit ku emot mekkel sip	sadness
akun baru sepi amat	sadness
kalian pernah punya pacar suka ngutang ga entah kepinjolkeluarga kalian kena gilir tagih bilang enggak enteng banget kayak enggak plan betapa nyeselnya punya hutang mantan memang sih aku enggak suruh bayar watak nya nyata tolak	love
tadi raacha bm tomyam nya tbtb mas nyiapin meja bilang kok muka kayak enggak asing sering kesini wkwkwk mas nya tau saja	sadness
baru pikir professor biar junior banding professor cebong lebih mutu punya dedikasi	joy
selamat kerja p ganjar jadi jateng lebih nggayeng-yeng kapan nih bisa gowes bareng bisa raya nih gowes sama selamat selamat selamat	joy
gue enggak ngestan sn sedih banget allah	sadness
sayang wajamu genit mesraaku suka banget sayang	love
semangat aktivis rpw	joy
jatuh cinta suka jatuh cinta kasih sayang	love
mkaa jangan katai orang kalau enggak mau dikatainjaga tuh oceh gilir katai bla bla bla baca tuh sapa katai	anger
sama seperti orang putri cium katak rubah jadi pmarahan tampan aku cium bantal seriap malam belum tidur harap akan benar-benar ubah jadi kamu aku cinta kamu indak -d-	love
wkwk gua sedih banget	sadness
bodo amat bonek the jak enggak bisa akur kalo model begitu jijik kalo ha- satu mindset sama goblok permanen	anger
wkwkwkkwkwk semangat nguli cla	joy
paling malas muka bumi adalah resin lemari te- bingung baju mana pakai mana engga mau dikasihin orang suka rasa sayang pakai ujung-ujungnya numpuk lemari padahal pakai itu-itu saja	love
woo semangat jalan hari hv a sweet saturday	joy
gue dulu bingung orang bisa trauma panjang sekarang baru sadar telah rasai sendiri enggak speak up kadang takut bilang lebay lah bohong lah bla bla ngatasin trauma saja susah tambah judge orang jadi mending diem	fear
aku sadar bahwa kadang sulit ikhlas ketika benar-benar yakin ha- dapat benar-benar usaha maksimal rasa lebih baik orang hasil dapat	sadness
ketika kamu rasa begitu dalam hubung pikir mimpi orang seperti kamu bisa jalan sama gelembung pikiran bintang jatuh	love
mau marah benar bagaimana dong happy taehyun day   	joy
sulit tetap calon wapresnya jokowi pilpres salah satu sebab gemuk partai koalisi usung tahana sikap kehati-hatian tidak luka partai usung ha- tetap jaga	fear
sedih banget tiapnliat kucing gue kasih makan suka antem rebut padahal ha- semua kerja sama guling gue manusia kapitalis pegang kuasa akan sumber makan	love
jarta sama ael pagi pagi bikin emosi anjing	anger
bu mentrri konsep sistem nang sampah email pak buang duit tempat sampah jerman tidak efektifpanggil presentasi konsep ay rancang slma thn ccjokowi	anger
mu singkir fa cup jangan canda deh kalo asih kabar tuh ah	fear
eh aku ganti dn kenal gakk suka banget sama nama panggil ai sksk	love
mamah adalah sumber kasih sayang asuh beri batas mamah selalu jaga jaga kala malam hari selalu tani ajar juang	love
jends asih info kadang suka banget dada deh kampus bikin keki	anger
terima kasih buat semangat doa - peluk cium	love
waktu sama adalah paling harga bagi selalu rasa khawatir bagi tak bisa seperti masa datang dengan	fear
nape nk dengar cakap org commitment you orang settle kan i tanye je kalau nk puas hati manusia memang tak you manusia sifat tak pernah puas	joy
momen mana asa takut hantu seperti bayang tidak pernah pergi panorama kota di sore hari wajah ketakutan	fear
no izin suami berpoligamiuntuk cegah perzinahan aduh goblok banget jadi orang jadi lama nikah zina gitu poligami bagus anjur agama gitu helloww agama enggak tuh kontol ha- lubang bajing bangsat lo	anger
takut enggak bisa peran bapak min yoongi baique yoongi kayak diam diam begitu kan nah gue rada petakilan sama takut kalo suruh show off savage an nya tuh gue enggak gitu	fear
beda kasus pas balik kampung halaman sangat prihatin jelas jelas tulis saja serobot antri	sadness
sejak hari enggak satu orang gue percaya teman sahabat saudara orang tua bukan orang tepat buat gue cerita segala senang sedih bahagia maupun susah gw bahkan tuhan seperti enggan gue jadi tempat adu	sadness
line lapak rame antem bahas orang jawa omong pakai guelo te- bikin status pakai bahasa jawayg komen pakai bahasa jawa lalu aku menung aku tak erti	sadness
aku arep golek bubur isuk enak toke cuma mager men arep metu adem wkwkw	joy
suka banget ngegadoin susu bubuk pakai pisang goreng donat duuh jadi laper	love
tau saja urang paling lemah kalo hadap sama sih nadia sayang banget akutu enggak bisa nolak mau bocah satu nad im gonna miss you sok badly	sadness
hey kamu tetap semangat moga cepat pulih jangan lupa istirahat cukup eat well minum vit speed recovery bestie	joy
benci banget sistem kredit lah mau cari untung lebih ngotak dikit lahh pantas emak gue bacot banget kalo banyak beli cash suruh indent bulan begitu diam gak basa basi tawar kalo kredit deh tuh heboh sendiri nih	anger
nah kalo baru bener semua salah patut salah buat introprksi benar masalah bukan salah e malah lari takut salah	anger
sedih banget dapetnya kacang garuda	sadness
belum aku enggak tarik sama cowok lebih muda pacar sekarang lebih muda tahun banding aku tau sih awal bagaimana nama sayang semua gasuka bisa jadi suka	love
beli mobil baru harga enggak juta doi ganti head unit pakai merek china asa bawa lamborghini sound double bass power gue lo kampung	anger
aduh jangan pjj dong mulai erti ajar tiba tiba pjj jadi bego entar	anger
alam kisah cinta kurang untung kadang selalu overthinking deketin ujung suka bingung jawab apa akhir skip kalau lihat konten uwu uwu pasang nikah muda suka pengin	love
aku rasa seperti aku tenggelam air mata sendiri sedih	sadness
terkadang dekat sahabat pacar perlu dar curhat kalo antem kan -sofi tahun- nah pacar teman aku kadang curhatnya suka enggak tau diri sebel sama pacar aku marah ku sleding kelen	anger
kemarin gramed bocil disuapin mamak makan promina kayak enak banget duh	joy
takut banget enggak tempat nyaman buat cewek cowok memang otak sangean semua ken pindah negara rasa begitu kurang lebih	fear
aku rasa hancur asa tak bisa atas	sadness
mama takut putri manis jatuh lalu luka sadar kamu bahwa papa yakin akan biar tatap jaga kayuh sepeda seksama tau putri kecil bisa	love
ampun seme risih malu buat manja hey kalian begitu tuh lucu banget tau malah mau kekep bengek g	joy
gue suka banget sama foto buat ultah minhyun deh cantik	love
kdm all of us are dead guys aku kaget banget awal tonton suka banget sama couple namra suhyeok enggak berekspetasi apa eh nyata	love
doang melet kaget akk	fear
tuhaaannnn kangen banget sama ada rindu qbulanterangnya sinar mlam bulansampaikan salam ku pdnyadia lihat kamu disanabilang sama diaaku sayang banget sama cinta banget sama dian aku saangat rindu	love
alhamdulillah kalau balik panik banget tadi syukur saja deh	joy
buat kalian butuh epha app prem murah fastrespon suka kasih promo aku opres batch full member nih mau intip pl mau nanya dulu bisa banget rep saja ketuk dm-nya	joy
haloo min kalo mau aju diri buat teman boleh enggak min aku fan edit kamu nomor aku follow kamu lewat akun serius aku punya bukti aku suka banget edit kamu pensi	love
kaget benar suka tetiba logout enggak limit	fear
ijin minba-an kirim gosend pakai gopay dapat driver lah pas dekat posisi ane klik ambil kirimgopay ane potong barang belum ambil	sadness
cuman beda sih memang adek gue suka begitu sama bau sehat jadi memang niat lah lah gue memang asal saja daptar mana saja maklum lah pas takut kalau enggak kuliah asa sih kuliah tempat bukan passion kesan nya kayak budak nilai	fear
moga hasil negatif kak shasemangat	joy
nyata aku jebak uji sama uji rindu bukan siapa rindu uji tak bisa tindak apa perlu kau tau yg ku maksud kamu cukup uras hati	sadness
ketika rasa marah buat rasa seperti kamu siap perang pedang bersilang wajah sangat marah	anger
pengin gudeg mbarek bu hj amat foto google sengaja biar teman-teman bayang bagi indah	joy
coba ep banyak bucin tolol wkwk	joy
kadang sedih enggak direspon gppa	sadness
konyol og ajak panas-panas-an neng grup chat ketemu langsung laah gontok-gontok-an ketok moto sekali bar kui beres enggak sono dendamrasan-rasan	anger
favorit banget jelas payphone sisa semua lagu gua suka	love
buat hari lu deserve be happy anw jangan lupa sarap cantik	joy
aku sabar enggak marah-marah ngata-ngatain jangan ngelunjak	anger
doi lihat tadi mau bersihin sama doi tidak-enak kali sama	sadness
bingungg akhir akhir suka banget sama berak	love
haha iya kamu ha- semangat	joy
syaraf bin edang puny malu goblok cebong tolol sama dngn si mukidi	anger
emotionally unstable dengar dmnya fromis saja bisa nanges jam pagi padahal bukan lagu sedih	sadness
wahai maha cinta sanding aku jiwa pilihan-mu baik - baik jika lebih baik - baik aku	love
okay makin kesini makin yakin segera pindah katakata bisa jadi nyata bahaya nih ha- benarbenar perhati sama omong takut jadi	fear
makanya siap kecewa sama wakil sendiri	sadness
tuhan segala rancang rencana baik syukur apadanya diri baik susah happy always spirit	joy
sengaja buat polemikhanya penting politik sematadijadikan bahan leluconpadahal masalah agama stop polemik islam nusantara	anger
gatauu sedih kalo lihat fotofoto cowok ganteng	sadness
betapa nikmat sate kambing bakar bara api bumbu cap no satu makan cukup keringat hangat badanberlebihan bikin darah tinggikeringat dingin jantung bisa modar kemudi an	joy
serius jadi kaget gue	fear
paling sedih bila tengok gambar class diaorg meja diaorg semua full bunga gambar apa semua then student selamat sekarang diaorg trauma tragedy tuh	sadness
kakak iya wangi enak saja	joy
kalau bubur kayak begini enggak aduk enak banget plis	joy
mesjid jaga jarakdi mall desak desakandemi kaos rebut wooiiudah tolol	anger
teman-teman aku mau kasih info aku bawa pulang kucing aku dokter enggak petshopnya aku takut kucing aku stres jadi aku bawa pulang dulu kalau dokter tempat aku bawa kesana	fear
tuhan moga istirahat malam kau damai pagi kau indah harap semangat baru amin	joy
aku bukan over lebay aku cemburu aku khawatir aku bawel aku sayang takut hilang aja	fear
jakarta punya bukti rukun umat agama lain contoh masjid al-muqarrabien gereja masehi injil jakarta utara saling bagi tembok sempit jakarta	joy
jamaah masjid al tsar karena nasi tumpeng ayam matang belum waktu aji tafsir masjid al tsar aju hari aya aya wae berkah	joy
mantap tidak-bisa tolak sih maruk	anger
ngeri	fear
alhamdulillah-nya vaksin sih telah drama ibu mertua gwa tinggal sendiri beberapa bulan lalu bapak mertua baru wafat jadi yaa khawatir lalu gituu remeh covid makin khawatir	fear
marah	anger
kalo enggak jin duit tuh yaudah begitu loh enggak usah lo mah enak bla bla diam saja lo diam belum gue gebug puting lo	anger
masama mba semangat pagi	joy
nah kalo bukan pick me girl lebih tolol banget anjing girl	anger
iyhh jadi sepi banget huhuu	sadness
warga pak jalan daerah -ak parah baik perintah celaka belum gara-gara jalan -ak warga belum perintah kalau begitu tunggu saja dulu celaka	anger
kamu renung salah masa lalu hubung akhir beban berat patah hati panorama kota di sore hari	sadness
kak vil cepat sembuh semangat recoverynya biar bisa susul jimin sembuh jugaa	joy
assalamualaikum temen-temen ada alan sekarang lebih baik alhamdulillah makan lahap minum obat rutin aku kasih salep sayang banget kalo pup minta keluar rumah ha- dijagain indak kena kucing kampung suka serang	joy
parah kan wonhee kan cantik banget	joy
malam kok sinyal koneksi internya jelek sekali notif sih mifi warna merah te- adapakah	anger
alhamdulillah pagi dapat kabar baik	joy
waktu punya ld belum pernah deh iseng kenain air wkwk takut	fear
nama anis kelar s walopun belum official masa bahagia banget lulus sendiri kali pesona	joy
pulang h- lebaran dilema sekali seperti tidak bisa laku apaapa rumah belum lebaran buka puasa bareng cuman hari sama keluarga begitu sahur	sadness
hai achanjkt kadang aku suka rindu kamu kangen typomukangen ingat sholatpokok nya semua deh salam kangen fantasticof	love
pret ngabisin waktu tertawa lebih baik ngabisin waktu pikir kamu apasih	joy
ketika rasa marah luap sulit tahan diri ledak tabrak wajah sangat marah	anger
guys aku deg degan parah takut enggak bisa ambil sks smt tinggal matkul mau keluar aku enggak yakin soal rasa zonk banget dosen sama uasnya biar enggak takut bagaimana pikir te- enggak enak	fear
lu tuh bodohpendekngga pinter enggak bisa apa apacuman beban doanghidup haha mau hidup lu zar	anger
happy saturdayy semangat buat hari have a nice dayy	joy
orang kayaterkenal makan warung malah digratisin orang biasamiskin malah suruh bayar bagaimana enggak kayak makin kayak miskin makin miskin - -	anger
hahahahah anjir sama gue waktu sempat takut muka gue penuh rambut rambut halus numbuh gara gara aloevera	fear
allah aku takut kalau host main ratio sama fanbase kpop	fear
btw kemarin senin aing tolol banget antri starbucks mbak manggil atas nama kak roy aing ketawa ketika depan orang nanaon ieumah ingat roy kiyoshi	sadness
momen mana kamu rasa seperti amarahmu bisa bakar segala sekitar api wajah bersungguh-sungguh	anger
lebih rasa pengin manfaatin waktu sebaik-baiknya kalau bisa pulang tepat waktu pulang biar bisa buka rumah bareng keluarga kalau enggak dikerjain mndg cepat tidur bukan malah begadang gajelas	joy
rasa rasa nyaman damai sama orang adalah tanda bahwa cinta temu pasangan dengan hati tulip	love
pakai rasa bukan pakai logika tolol cara pikir ngajio seng jeru ojo mung neng you tube	anger
terlalu cantik emak jadi buzzer biasa kusam kusut norak mana enggak jelas	anger
